listing_id,suburb,postcode,address,sale_price,sale_date,sale_method,property_type,bedrooms,bathrooms,car_spaces,latitude,longitude,distance_to_cbd_km,source_url,agent_description
2021009060,Parramatta,2150,3637/180 George Street,623000.0,2026-08-12,privateTreaty,Apartment / Unit / Flat,1,1,,-33.814327,151.01006,19.37,https://www.domain.com.au/3637-180-george-street-parramatta-nsw-2150-2021009060,
2021035367,Parramatta,2150,5/5 Thomas Street,530000.0,2026-08-12,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-33.811172,151.0101,19.48,https://www.domain.com.au/5-5-thomas-street-parramatta-nsw-2150-2021035367,
2021075447,Parramatta,2150,138 Railway St,685000.0,2026-08-14,privateTreaty,Townhouse,2,1,1.0,-33.82389,150.99046,20.82,https://www.domain.com.au/138-railway-st-parramatta-nsw-2150-2021075447,
2020588572,Parramatta,2150,1001/1A Morton Street,635000.0,2026-08-07,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-33.813805,151.01657,18.82,https://www.domain.com.au/1001-1a-morton-street-parramatta-nsw-2150-2020588572,
2020705495,Parramatta,2150,12/37 Fennell Street,695000.0,2026-07-31,privateTreaty,Apartment / Unit / Flat,3,1,1.0,-33.806076,151.00674,19.97,https://www.domain.com.au/12-37-fennell-street-parramatta-nsw-2150-2020705495,
2020812615,Parramatta,2150,C19/88 Marsden St,520000.0,2026-08-07,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-33.81989,150.99925,20.15,https://www.domain.com.au/c19-88-marsden-st-parramatta-nsw-2150-2020812615,
2020786434,Campbelltown,2560,12 Valinda Crescent,950000.0,2026-08-10,privateTreaty,House,3,1,1.0,-34.068596,150.82895,41.52,https://www.domain.com.au/12-valinda-crescent-campbelltown-nsw-2560-2020786434,
2020850898,Campbelltown,2560,11/39 Chamberlain Street,610000.0,2026-08-14,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-34.063274,150.82245,41.72,https://www.domain.com.au/11-39-chamberlain-street-campbelltown-nsw-2560-2020850898,
2020871506,Campbelltown,2560,16 Austin Avenue,980000.0,2026-08-11,privateTreaty,House,4,3,1.0,-34.0775,150.82045,42.71,https://www.domain.com.au/16-austin-avenue-campbelltown-nsw-2560-2020871506,
2020871621,Campbelltown,2560,73/2-10 Tyler Street,597000.0,2026-08-24,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-34.061916,150.82315,41.58,https://www.domain.com.au/73-2-10-tyler-street-campbelltown-nsw-2560-2020871621,
2020894720,Campbelltown,2560,13/102 Dumaresq Street,386500.0,2026-08-30,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-34.072662,150.81752,42.65,https://www.domain.com.au/13-102-dumaresq-street-campbelltown-nsw-2560-2020894720,
2020942718,Campbelltown,2560,66/17 Warby Street,522000.0,2026-08-26,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-34.06292,150.8201,41.88,https://www.domain.com.au/66-17-warby-street-campbelltown-nsw-2560-2020942718,
2020992025,Campbelltown,2560,35/17 Warby Street,515000.0,2026-08-26,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-34.062725,150.82043,41.85,https://www.domain.com.au/35-17-warby-street-campbelltown-nsw-2560-2020992025,
2021004907,Campbelltown,2560,11/17 Warby Street,505000.0,2026-09-04,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-34.062675,150.8205,41.84,https://www.domain.com.au/11-17-warby-street-campbelltown-nsw-2560-2021004907,
2021017085,Campbelltown,2560,42 Hidcote Road,1150000.0,2026-08-14,privateTreaty,Terrace,4,3,2.0,-34.076187,150.7921,44.85,https://www.domain.com.au/42-hidcote-road-campbelltown-nsw-2560-2021017085,
2021025978,Campbelltown,2560,84/18-22 Broughton Street,630000.0,2026-08-28,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-34.063927,150.81789,42.12,https://www.domain.com.au/84-18-22-broughton-street-campbelltown-nsw-2560-2021025978,
2021034182,Campbelltown,2560,5/32 Broughton St,620000.0,2026-08-17,privateTreaty,House,3,1,1.0,-34.064594,150.81857,42.1,https://www.domain.com.au/5-32-broughton-st-campbelltown-nsw-2560-2021034182,
2021042540,Campbelltown,2560,8/30 Broughton Street,637595.0,2026-08-24,privateTreaty,Townhouse,2,1,1.0,-34.064087,150.8184,42.08,https://www.domain.com.au/8-30-broughton-street-campbelltown-nsw-2560-2021042540,
2021045340,Campbelltown,2560,61 Macquarie Avenue,970500.0,2026-08-28,privateTreaty,House,4,2,2.0,-34.06635,150.83147,41.19,https://www.domain.com.au/61-macquarie-avenue-campbelltown-nsw-2560-2021045340,
2021050852,Campbelltown,2560,14B Ehrlich Street,735000.0,2026-08-12,privateTreaty,House,2,2,1.0,-34.066833,150.78336,45.03,https://www.domain.com.au/14b-ehrlich-street-campbelltown-nsw-2560-2021050852,
2021061730,Campbelltown,2560,5B Eddington Road,1030000.0,2026-08-28,privateTreaty,Semi-Detached,4,2,1.0,-34.069916,150.78198,45.31,https://www.domain.com.au/5b-eddington-road-campbelltown-nsw-2560-2021061730,
2021065534,Campbelltown,2560,20/17 Warby Street,570000.0,2026-08-27,privateTreaty,Apartment / Unit / Flat,2,1,2.0,-34.062515,150.82037,41.84,https://www.domain.com.au/20-17-warby-street-campbelltown-nsw-2560-2021065534,
2021136723,Campbelltown,2560,10 Bilgola Street,950000.0,2026-09-07,privateTreaty,House,3,1,,-34.072014,150.8261,41.94,https://www.domain.com.au/10-bilgola-street-campbelltown-nsw-2560-2021136723,
2020660023,Campbelltown,2560,198 Broughton Street,1160555.0,2026-07-14,privateTreaty,House,6,2,1.0,-34.074867,150.82736,42.02,https://www.domain.com.au/198-broughton-street-campbelltown-nsw-2560-2020660023,
2020838349,Campbelltown,2560,46 and 46a Farnsworth Avenue,1185000.0,2026-07-27,privateTreaty,House,5,2,2.0,-34.0766,150.81998,42.69,https://www.domain.com.au/46-and-46a-farnsworth-avenue-campbelltown-nsw-2560-2020838349,
2020857278,Campbelltown,2560,1007/8 Dumaresq Street,525000.0,2026-07-21,privateTreaty,Apartment / Unit / Flat,1,1,1.0,-34.067074,150.81248,42.72,https://www.domain.com.au/1007-8-dumaresq-street-campbelltown-nsw-2560-2020857278,
2020876951,Campbelltown,2560,88 Goldsmith Avenue,890000.0,2026-07-24,privateTreaty,Semi-Detached,3,2,1.0,-34.07223,150.78526,45.17,https://www.domain.com.au/88-goldsmith-avenue-campbelltown-nsw-2560-2020876951,
2020903109,Campbelltown,2560,1102/8 Dumaresq Street,567000.0,2026-07-14,privateTreaty,Apartment / Unit / Flat,1,1,1.0,-34.067074,150.81248,42.72,https://www.domain.com.au/1102-8-dumaresq-street-campbelltown-nsw-2560-2020903109,
2020903151,Campbelltown,2560,10/1-3 Parc Guell Drive,817500.0,2026-07-29,privateTreaty,Apartment / Unit / Flat,3,2,1.0,-34.07585,150.80066,44.16,https://www.domain.com.au/10-1-3-parc-guell-drive-campbelltown-nsw-2560-2020903151,
2020914940,Campbelltown,2560,11/40 Parkside Crescent,540000.0,2026-07-20,privateTreaty,Apartment / Unit / Flat,1,1,1.0,-34.07477,150.80357,43.87,https://www.domain.com.au/11-40-parkside-crescent-campbelltown-nsw-2560-2020914940,
2020932071,Campbelltown,2560,2/19 Chamberlain Street,363000.0,2026-07-23,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-34.06205,150.82121,41.75,https://www.domain.com.au/2-19-chamberlain-street-campbelltown-nsw-2560-2020932071,
2020942629,Campbelltown,2560,62/39 Chamberlain Street,523000.0,2026-07-13,privateTreaty,Apartment / Unit / Flat,1,1,1.0,-34.063545,150.82256,41.72,https://www.domain.com.au/62-39-chamberlain-street-campbelltown-nsw-2560-2020942629,
2020977148,Campbelltown,2560,40 Waminda Avenue,930000.0,2026-07-22,privateTreaty,House,4,1,1.0,-34.068127,150.83359,41.13,https://www.domain.com.au/40-waminda-avenue-campbelltown-nsw-2560-2020977148,
2020978582,Campbelltown,2560,6/105 Broughton Street,575000.0,2026-07-24,privateTreaty,House,3,1,1.0,-34.070965,150.82271,42.15,https://www.domain.com.au/6-105-broughton-street-campbelltown-nsw-2560-2020978582,
2020978686,Campbelltown,2560,31 Grandview Drive,820000.0,2026-07-21,privateTreaty,House,2,1,,-34.077736,150.81546,43.11,https://www.domain.com.au/31-grandview-drive-campbelltown-nsw-2560-2020978686,
2020980284,Campbelltown,2560,65/18-22 Broughton Street,650000.0,2026-08-04,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-34.064037,150.81783,42.13,https://www.domain.com.au/65-18-22-broughton-street-campbelltown-nsw-2560-2020980284,
2021003766,Campbelltown,2560,34/12-20 Tyler Street,715000.0,2026-08-04,privateTreaty,Apartment / Unit / Flat,3,2,2.0,-34.062595,150.82384,41.57,https://www.domain.com.au/34-12-20-tyler-street-campbelltown-nsw-2560-2021003766,
2021015477,Campbelltown,2560,309/38-42 Chamberlain Street,570000.0,2026-08-07,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-34.06339,150.82323,41.66,https://www.domain.com.au/309-38-42-chamberlain-street-campbelltown-nsw-2560-2021015477,
2020537771,Campbelltown,2560,31/2-10 Tyler Street,700000.0,2026-06-18,privateTreaty,Apartment / Unit / Flat,3,2,2.0,-34.061916,150.82315,41.58,https://www.domain.com.au/31-2-10-tyler-street-campbelltown-nsw-2560-2020537771,
2020767367,Campbelltown,2560,11 Manning Street,1020000.0,2026-06-19,privateTreaty,House,4,2,4.0,-34.077637,150.82751,42.17,https://www.domain.com.au/11-manning-street-campbelltown-nsw-2560-2020767367,
2020813074,Campbelltown,2560,157/3-17 Queen Street,415000.0,2026-07-04,privateTreaty,Apartment / Unit / Flat,1,1,1.0,-34.059265,150.82048,41.65,https://www.domain.com.au/157-3-17-queen-street-campbelltown-nsw-2560-2020813074,
