property_id,suburb,postcode,address,sale_price,sale_date,sale_method,property_type,bedrooms,bathrooms,car_spaces,total_rooms,distance_to_cbd_km,condition_rating,has_pool,has_water_view,agent_description,source_url,verified
MOS-028,Mosman,2088,2/184 Raglan Street,1237500.0,2026-06-17,privateTreaty,Apartment,2,1,1.0,3,5.2,,0,0,"Privately set back in a well maintained boutique block, this inviting first floor apartment showcases stylishly updated interiors and a warm spacious living zone extending to a vine covered balcony. Framed by lush green outlooks over the communal gardens, the move in ready home promises the ultimate low maintenance lifestyle on the fringe of Mosman village. Embraced in a premier convenient pocket, it's an easy level walk to the vibrant shopping precinct, city buses, cosmopolitan restaurants and cafes.  - Beautiful open living and dining room highlighted with hardwood floorboards - Sheltered balcony is the ideal place to relax offering tranquil leafy views - Gas and Caesarstone crafted kitchen features stainless oven and dishwasher - Peaceful and light filled bedrooms both providing built-in wardrobes - Rain shower bathroom with modern finishes, internal storage and intercom - Block of only nine, car space and exclusive use of 1.3x2.75m storage area - Quick access to iconic Balmoral Beach attractions and fine dining options - Moments to Avenue Road local shops, walk to Mosman Bay ferry and park - Close to idyllic foreshore trails, harbour beaches and glorious reserves - Outstanding walk-to-everywhere home set in Mosman's best location",https://www.domain.com.au/2-184-raglan-street-mosman-nsw-2088-2020896625,y
MOS-029,Mosman,2088,28/9 Mandolong Road,800000.0,2026-05-29,privateTreaty,Apartment,1,1,,2,5.81,,0,0,"Perched high on the prestigious Balmoral Slopes, this light-filled apartment encapsulates the quintessential Mosman lifestyle. Just 700 metres to the shores of Balmoral Beach and a mere 80 metres to the heart of Mosman Village, it promises a lifestyle of leisure, connection, and effortless convenience.  Bright and inviting, the open-plan living and dining zone flows seamlessly and is finished in a contemporary palette that balances sophistication with coastal ease. The separate kitchen is neatly presented, featuring an integrated laundry facility, while the oversized bedroom offers tranquil, leafy outlooks and generous built-in storage. A stylishly updated bathroom completes the home, featuring a modern vanity and a combined bath/shower.  With Spit Junction's transport hub only 250 metres away and a strong rental appraisal of approximately $615-$630 per week, this is a prime opportunity for first-home buyers or astute investors to secure a foothold in one of Sydney's most coveted suburbs.   Coveted Balmoral Slopes setting just 700m to Balmoral Beach  Spacious open-plan layout with easy indoor-outdoor flow  Large master bedroom with built-ins and a leafy aspect  Renovated bathroom with a combined bath/shower and a sleek vanity  Separate kitchen with laundry facilities and ample storage  Stroll to cafés, shops, buses, and dining in Mosman Village  Moments to Spit Junction, scenic foreshore walks, and elite schools  Current rental appraisal of $615-$630 p/w  Whether it's your first move or your next investment, this is a place where lifestyle leads the way.",https://www.domain.com.au/28-9-mandolong-road-mosman-nsw-2088-2020214993,y
MOS-030,Mosman,2088,3/1A Oswald Street,1140000.0,2026-06-04,privateTreaty,Apartment,2,1,,3,4.42,,0,0,"Embracing a lifestyle of simplistic luxury, this effortlessly chic apartment is positioned on the first floor of a boutique Art Deco building in Mosman's prestigious harbourside village. Privately nestled among beautifully maintained gardens, the home offers a peaceful retreat just moments from Reid Park and Mosman Bay Wharf, where ferries provide a scenic and convenient connection to the city.  Beautifully revived interiors highlight the timeless charm of the building, with warm oak flooring, soft neutral tones and classic Art Deco detailing creating a refined yet relaxed atmosphere. High ceilings, elegant proportions and large windows allow natural light to pour into the living areas, enhancing the apartment's sense of openness while framing a tranquil leafy outlook.  Set within a tightly held harbourside enclave, the home enjoys close proximity to Mosman's village shops, cafés and waterfront parklands. Combining enduring Art Deco character with contemporary updates and an enviable location, this residence presents a wonderful opportunity to enjoy relaxed harbourside living.   Revived interiors showcasing neutral tones, oak flooring and classic Art Deco charm  Light-filled lounge framed by a tranquil leafy outlook  Granite kitchen with space for casual dining  Two generous bedrooms, main with built-in wardrobe, plus 3rd bedroom, study or sunroom  Boutique Art Deco building surrounded by beautifully maintained gardens  Easy walking distance to Reid Park, Mosman Bay Wharf, local buses, village shops and cafés",https://www.domain.com.au/3-1a-oswald-street-mosman-nsw-2088-2020690651,y
MOS-031,Mosman,2088,6/800 Military Road,2725000.0,2026-05-29,privateTreaty,Townhouse,3,2,2.0,5,5.6,,0,0,"Capturing a spectacular panoramic vista from Balmoral to North Head, this elegant townhome holds a quiet position within a boutique complex, just steps from the energy of Mosman's vibrant village. Nestled amongst layered greenery, it feels private and protected, with bright, airy interiors extending effortlessly to a wraparound courtyard where sun-splashed terraces create a secluded setting for relaxed outdoor dining and everyday retreat. Upstairs, all three bedrooms connect to balconies, with the main bedroom enjoying the full beauty of the harbour view. The home's double-brick construction, immaculate presentation and central yet sheltered position give it enduring appeal for downsizers, young families or those seeking a convenient walkable lifestyle. With boutique shops, bustling cafés and restaurants, and city buses at the door, and Balmoral Beach just a short stroll away, this enchanting home captures the village ease and harbourside character of Mosman.  Features:   Double-brick townhouse set to rear of boutique Mosman complex  Open living and dining with air-con and easy outdoor connection  Private wraparound courtyard garden with sunny alfresco terraces  Modern stone kitchen with quality appliances and a dishwasher  Three upstairs bedrooms, all with balcony access and built-in robes  Main bedroom with walk-in robe, en-suite and harbour outlook  Private leafy outlooks, laundry room, downstairs guest powder room  Large double lock-up garage plus additional dedicated storage room  Quietly set back from Military Road with strong sense of privacy  Steps to village cafés, boutiques, city buses and Balmoral Beach",https://www.domain.com.au/6-800-military-road-mosman-nsw-2088-2020705154,y
MOS-032,Mosman,2088,12/22 Warringah Road,1030000.0,2026-05-26,privateTreaty,Apartment,1,1,1.0,2,6.52,,0,0,"Positioned within the tightly held and immaculately maintained 'Hopetoun' building, this beautifully renovated first-floor apartment presents a rare opportunity to secure a blue-chip investment in one of the Lower North Shore's most desirable lifestyle pockets.  Bathed in all-day northerly sunlight, the spacious open-plan living and dining zone flows effortlessly to a private balcony, capturing sweeping elevated views across Middle Harbour to Clontarfan outlook that will never lose its appeal. Thoughtfully redesigned with a timeless neutral palette and high-end finishes throughout, the home delivers both immediate comfort and enduring style.  For the astute investor, the opportunity is further enhanced by a quality long-term tenant already in place until September 2026, providing secure, consistent income from day one.  Set just moments from iconic beaches, village cafés, and direct city transport, this is a lifestyle location that continues to drive strong tenant demand and long-term capital growth.  Key Features:  - Sun-drenched open plan living and dining with air conditioning and ceiling fan - Seamless flow to a covered north-facing balcony with stunning harbour views - Designer kitchen with stone benchtops, induction cooktop, and quality finishes - Generous bathroom with heated towel rail and integrated laundry space - Well-proportioned bedroom with ceiling fan and full wall of built-in robes - Undercover car space on title with fully covered access to the building - Approx. 150m to city and local bus transport - Easy stroll to Chinaman's Beach, Balmoral Beach, cafés, and restaurants  A compelling combination of lifestyle, location, and secure incomethis is an exceptional opportunity for the discerning investor seeking both immediate return and long-term growth in a premium harbourside setting.  Current Rent: $700 per week  Strata - $1222 pq Council - $395 pq Water - $200 pq  *** Current tenant until 15 September 2026",https://www.domain.com.au/12-22-warringah-road-mosman-nsw-2088-2020747513,y
MOS-033,Mosman,2088,3/209 Spit Road,1390000.0,2026-05-22,privateTreaty,Apartment,2,1,1.0,3,7.07,,0,0,"Harbourside living meets garden serenity in this house-like residence, one of only three in a tightly held block in an idyllic setting just 650m to Chinamans Beach. Hidden from the street and remarkably private, the boutique home is introduced via its own entry and enjoys direct access to beautifully manicured gardens, with no common walls enhancing the sense of peace and seclusion. A villa-like layout is thoughtfully zoned with separate living and accommodation wings, offering effortless indoor-outdoor flow. Light-filled interiors feature a generous sunroom and study zone, while harbour breezes and glimpses towards The Heads add to the home's relaxed ambiance. With secure undercover parking, this tranquil retreat delivers scale, flexibility and a true sense of sanctuary, all within easy reach of Mosman village, boating clubs and Balmoral Beach's celebrated waterfront dining.  Features Include:  A secret world hidden from the street, private entry  Unique in the block, direct access to common gardens  Secure portico and entry hall, house-like proportions  2 large bedrooms with bult-ins open to a sunroom   Modern kitchen with a dishwasher and servery window  Living with reverse air and French doors to a courtyard  Glass-framed dining overlooking manicured gardens   Fully tiled bathroom with a concealed internal laundry   Secure undercover parking, no common walls  Strata levies: $1,750/qtr Council rates: $437/qtr Water rates: $190/qtr",https://www.domain.com.au/3-209-spit-road-mosman-nsw-2088-2020769098,y
MOS-034,Mosman,2088,2/78 Shadforth Street,785000.0,2026-05-22,privateTreaty,Apartment,1,1,1.0,2,4.76,,0,0,"Capturing a prized north west aspect from the rear of a boutique block, this elevated ground floor apartment offers a whisper quiet village lifestyle. It's a stroll to Avenue Road cafés, shops and lifestyle facilities, while less than 2km to Balmoral Beach.  - Fresh white interiors showcase refurbished parquetry floors - Open living, dining and kitchen maximises space and light - Sun drenched paved courtyard for private outdoor entertaining - Modern stone kitchen features stainless oven and dishwasher  - Oversized bedroom complete with mirrored robes and ceiling fan - Sleek fully tiled ensuite bathroom appointed with glass shower - Air conditioning, Euro laundry, open car space plus storage cage - Short walking distance to Reid Park and Mosman Bay Wharf - Surrounded by parks, nature trails and idyllic harbour beaches - Moments to Cremorne and Neutral Bay villages and restaurants",https://www.domain.com.au/2-78-shadforth-street-mosman-nsw-2088-2020802330,y
MOS-035,Mosman,2088,4/2 Ida Avenue,4000000.0,2026-05-29,privateTreaty,Apartment,3,2,2.0,5,7.07,,0,0,"Characterized by its sun-drenched north aspect, sparkling water views and superior craftsmanship throughout, this stunning 'as new' top floor apartment is part of a luxury boutique block of only four. With many special features including luxurious interiors, no common walls, a private oversized terrace for outdoor living and dining, and easy level lift access from the secure parking and abundant storage, this is a truly exceptional offering.  - 3 very generous bedrooms, each with built-in robes - 2 stylish bathrooms with underfloor heating plus separate laundry room - Gourmet stone kitchen with integrated appliances and 'Vintec' wine fridge - Miele appliances, gas cooktop and built-in fridge/freezer - Generous dining and spacious living areas flow seamlessly to the large outdoor alfresco entertaining terrace, offering superb privacy and wonderful views - European Oak floorboards and new carpet throughout - Ducted air conditioning, video intercom, 2 secure parking spaces (plus plenty of additional room for a bike or scooter) and 2 lock-up storage cages - EV charging provisions - Easy access to The Spit Restaurants & Reserve, Middle Harbour waterways, and City or Northern Beaches transport - Wheelchair accessible living - Deceased Estate arguably the best apartment in the block  The epitome of luxury living for discerning executive buyers or downsizers, this property is For Sale now at an exceptional price level. Come and view and be surprised.  Disclaimer: This advertisement is a guide only and while information has been gathered from reliable sources, accuracy cannot be guaranteed. Aurora Property does not accept responsibility for actions taken by intending purchasers based on this information. No warranty is provided by vendors or agents. Potential buyers are advised to independently verify all details and seek professional guidance. This information is presented in good faith and should not be considered definitive.",https://www.domain.com.au/4-2-ida-avenue-mosman-nsw-2088-2020823625,y
PAR-001,Parramatta,2150,89/459-463 Church Street,580000.0,2026-09-04,privateTreaty,Apartment,2,2,1.0,4,20.16,,0,0,"We've been overwhelmed by the amount of interest in similar properties. If you are considering selling, please feel free to get in touch with the expert team at Ray White Parramatta Group to discover how we can achieve the best possible price for you in the shortest time. Our proven marketing strategies, extensive buyer database, and strong local market knowledge consistently deliver outstanding results.  We also offer tailored sales campaigns and a hands-on approach to ensure every property receives maximum exposure and interest. With a dedicated team committed to transparent communication and achieving premium outcomes, you can be confident your property is in the best hands.  Stylish Split-Level Apartment in Prime Location  Experience modern urban living in this spacious, beautifully presented, two-bedroom split-level apartment, spanning Levels 2 & 3 of a secure, well-maintained complex. Perfectly positioned in the vibrant heart of Parramatta CBD, it offers an unbeatable blend of style, comfort and everyday convenience.  Ideally located within walking distance to Parramatta's bustling CBD, scenic riverbank walking tracks, RiverCat ferry, bus interchange hub, Light Rail, Sydney Metro (under construction), Westfield Shoppingtown, Coles supermarket on Victoria Road, schools, parks, popular cafes, restaurants, CommBank Stadium, and the world-class Parramatta Square precinct - one of Australia's largest urban renewal projects.  Property Highlights: - Generous 122sqm of internal living, plus a secure 14sqm car space (total 136sqm) - Light-filled open plan living & dining area flowing onto a covered balcony with sweeping district views - Floor-to-ceiling windows & soaring ceilings enhance natural light & cross ventilation - 3 covered balconies offering multiple private outdoor retreats - 2 generously-sized bedrooms with built-in wardrobe - Master bedroom also boasts an ensuite - Contemporary kitchen featuring stone benchtops, gas cooking & stainless-steel appliances - Stylish, fully-tiled bathrooms with quality fittings - European-style internal laundry - Secure basement car space with ample visitor parking available - Resident amenities include a children's play area and a rooftop BBQ area with panoramic views of Parramatta CBD & the Sydney City skyline - Strong rental return, currently leased at $785 per week until 1st October 2026  Outgoings (approximately): - Strata: $3,110 per quarter - Council rates: $213 per quarter - Water rates: $204 per quarter    ""Ray White Parramatta Group - Parramatta | Oatlands | Northmead | Wentworthville, its directors, employees and related entities believe that the information contained herein is gathered from sources we deem to be reliable. However, no representation or warranties of any nature whatsoever are given, intended or implied. Any interested parties should rely on their own inquiries.""",https://www.domain.com.au/89-459-463-church-street-parramatta-nsw-2150-2020441602,y
PAR-002,Parramatta,2150,1702/45 Macquarie Street,705000.0,2026-09-04,privateTreaty,Apartment,2,2,1.0,4,20.15,,0,0,"We've been overwhelmed by the amount of interest in similar properties. If you are considering selling, please feel free to get in touch with the expert team at Ray White Parramatta Group to discover how we can achieve the best possible price for you in the shortest time. Our proven marketing strategies, extensive buyer database, and strong local market knowledge consistently deliver outstanding results.  We also offer tailored sales campaigns and a hands-on approach to ensure every property receives maximum exposure and interest. With a dedicated team committed to transparent communication and achieving premium outcomes, you can be confident your property is in the best hands.  5-STAR LUXURIOUS LIVING IN 'V BY CROWN'  Experience the pinnacle of executive living from the 17th floor of the iconic 'V by Crown', a landmark of architectural excellence and luxury in the heart of Parramatta. This sophisticated two-bedroom apartment with a dedicated study nook showcases designer finishes, breathtaking elevated views, and a seamless open plan layout crafted for modern comfort and style.  Bathed in natural light and thoughtfully designed for effortless living, the residence delivers premium inclusions, sleek contemporary interiors, and an enviable sky-high position that captures the vibrancy of the city below.  Perfectly positioned in the centre of the Parramatta CBD, every major amenity is literally at your doorstep. Enjoy direct access to Westfield Parramatta, Parramatta Railway Station, the renowned Church Street dining precinct, Parramatta River and parklands, Light Rail and Sydney Metro (under construction), CommBank Stadium, Parramatta Aquatic Centre, and the transformative Parramatta Square - one of Australia's largest urban renewal projects and a world-class civic hub.  This Property Features:  - Sundrenched open plan living/dining with floor-to-ceiling windows to maximise natural light & extensive outlooks - Enclosed balcony with access from lounge & both bedrooms - Designer kitchen with stone benchtops, island bench, gas cooking & dishwasher - Stunning main bathroom with floor-to-ceiling tiles & recessed vanity with mirrored cabinets - Ensuite to master & built-in robe to both bedrooms - Designated study nook, perfect for working from home - European-style internal laundry - Ducted air conditioning & LED down lighting throughout - Secure building with video intercom, concierge in foyer & restaurants at the door - Resort facilities with lap pool, sauna, fully-equipped gymnasium & games room - Other facilities include library, conference & music rooms, gardens & theatrette  Parking for Open Home inspections at council carpark in Hunter St (Justice Precinct) only a block away, or limited street parking (metered) on Hunter St & Macquarie St.  ""Ray White Parramatta Group - Parramatta | Oatlands | Northmead | Wentworthville, its directors, employees and related entities believe that the information contained herein is gathered from sources we deem to be reliable. However, no representation or warranties of any nature whatsoever are given, intended or implied. Any interested parties should rely on their own inquiries.""",https://www.domain.com.au/1702-45-macquarie-street-parramatta-nsw-2150-2020659838,y
PAR-003,Parramatta,2150,505/23 Hassall Street,660000.0,2026-09-09,privateTreaty,Apartment,2,2,1.0,4,19.25,,0,0,"We've been overwhelmed by the amount of interest in similar properties. If you are considering selling, please feel free to get in touch with the expert team at Ray White Parramatta Group to discover how we can achieve the best possible price for you in the shortest time. Our proven marketing strategies, extensive buyer database, and strong local market knowledge consistently deliver outstanding results.  We also offer tailored sales campaigns and a hands-on approach to ensure every property receives maximum exposure and interest. With a dedicated team committed to transparent communication and achieving premium outcomes, you can be confident your property is in the best hands.  NORTH-FACING SPACIOUS APARTMENT IN THE HEART OF PARRAMATTA  Experience modern urban living at its finest in this stylish and spacious two-bedroom apartment, ideally located in the heart of Parramatta's thriving CBD. Set within the highly sought-after boutique Galleria Apartments, this residence has been thoughtfully designed to capture natural light, promote cross ventilation, and create a seamless flow of space throughout.  Enjoy unparalleled convenience with a vast array of amenities at your doorstep - from trendy cafés and restaurants to boutique shopping and vibrant nightlife. The prime location also offers effortless access to major transport links, including the newly built Light Rail, Parramatta Station, and the upcoming Sydney Metro, ensuring stress-free connectivity across Sydney.  Features include: - Generous floor plan offering 107m² of living space plus 15m² for car space and storage (total 122m²) - Sun-drenched open-plan living and dining area flowing onto a large north-facing undercover balcony through floor-to-ceiling glass doors - Contemporary kitchen equipped with gas cooktop, stainless steel appliances, dishwasher, stone bench tops & ample storage space - Timber-look tiled floors for a modern touch in the living space - Two spacious bedrooms, both with built-in wardrobes; master with ensuite  - Reverse-cycle air conditioning and an internal laundry - Enhanced security with intercom and lift access - Secure basement parking with storage  Offering the perfect blend of style, comfort, and convenience, this apartment presents an outstanding opportunity to secure your place in one of Sydney's most dynamic and fast-growing precincts.  Don't miss the chance to make this exceptional property your new home!   ""Ray White Parramatta Group - Parramatta | Oatlands | Northmead | Greystanes | Wentworthville, its directors, employees and related entities believe that the information contained herein is gathered from sources we deem to be reliable. However, no representation or warranties of any nature whatsoever are given, intended or implied. Any interested parties should rely on their own inquiries.""",https://www.domain.com.au/505-23-hassall-street-parramatta-nsw-2150-2020750030,y
PAR-004,Parramatta,2150,10/4 Peace Lane,570000.0,2026-09-03,privateTreaty,Apartment,2,2,1.0,4,19.45,,0,0,"We've been overwhelmed by the amount of interest in similar properties. If you are considering selling, please feel free to get in touch with the expert team at Ray White Parramatta Group to discover how we can achieve the best possible price for you in the shortest time. Our proven marketing strategies, extensive buyer database, and strong local market knowledge consistently deliver outstanding results.  We also offer tailored sales campaigns and a hands-on approach to ensure every property receives maximum exposure and interest. With a dedicated team committed to transparent communication and achieving premium outcomes, you can be confident your property is in the best hands.  PRIME LOCATION, SO CLOSE TO EVERYTHING  This modern residence is positioned on the 1st floor of a well-maintained secure complex. This is an optimum lifestyle haven for young homebuyers entering the market, professional couples, or an investor seeking an easy to manage portfolio property. Discover all the benefits of living within a short stroll to the cosmopolitan Parramatta CBD and conveniently located Harris Park station and local shops.  This apartment has two good size bedrooms with built-in robes, a spacious balcony, and an open plan living/dining layout. The kitchen has gas cooking and a great bench, stainless-steel appliances and a beautiful feature-tiled splashback. Boasting a quiet location on the edge of Parramatta's CBD, you will find yourself moments from trains, restaurants, cafes, shopping and vibrant night life.  It Features: - Two undercover balconies - North aspect with lots of sunlight - Floorboards throughout the modern apartment - 2 good-sized bedrooms with built-in robe - Open plan living and dining leading to undercover balcony - Contemporary gas kitchen with stone benchtops & stainless-steel appliances - Large main bedroom including walk-in robe and ensuite - Modern and spacious main bathroom - Air conditioning and internal laundry - Security intercom - Secure basement car space   ""Ray White Parramatta Group - Parramatta | Oatlands | Northmead | Wentworthville, its directors, employees and related entities believe that the information contained herein is gathered from sources we deem to be reliable. However, no representation or warranties of any nature whatsoever are given, intended or implied. Any interested parties should rely on their own inquiries.""",https://www.domain.com.au/10-4-peace-lane-parramatta-nsw-2150-2020795902,y
PAR-005,Parramatta,2150,33/68 Great Western Highway,520000.0,2026-09-11,privateTreaty,Apartment,2,1,1.0,3,20.36,,0,0,"NORTH-FACING FULL-BRICK CORNER APARTMENT | QUIET YET CENTRAL LOCATION  Positioned at the peaceful rear of the highly sought-after full-brick security complex Hillcrest, this oversized light-filled two-bedroom corner apartment on Level 6 offers an exceptional blend of privacy, space, comfort, and convenience right in the heart of Parramatta.  Designed for easy living, the spacious open-plan lounge and dining area seamlessly extends to an expansive north-facing covered balcony that spans the entire length of the apartment, providing the perfect setting for morning coffee, entertaining guests, or simply relaxing while enjoying the impressive Parramatta skyline views.  Conveniently positioned with rear access via Campbell Street, the property is within walking distance to Westfield Parramatta, Parramatta Transport Interchange, Parramatta Railway Station, Light Rail, Sydney Metro (under construction), parks, quality schools, restaurants, cafés, CommBank Stadium, Parramatta Aquatic Centre, and the thriving Parramatta Square precinct-one of Australia's largest urban renewal projects and a world-class civic destination.  Key Features: - Generous 97m² of internal living space complemented by a 19m² lock-up garage, bringing the total area to 116m² - Spacious open-plan lounge and dining area extending to a large north-facing covered balcony, showcasing sweeping views of the Parramatta skyline - Expansive balcony extending the full length of the apartment - Direct balcony access from both the living area and main bedroom - Well-appointed kitchen with ample storage and a window for natural ventilation - Neat bathroom featuring a separate bathtub and shower - Separate toilet with an additional wash basin for added convenience - Built-in wardrobe to the main bedroom - Timber flooring throughout - Internal laundry and linen storage - Lift access to secure basement parking with lock-up garage - Solid full-brick construction with well-managed strata - Located within the Parramatta High School catchment area  Whether you're a first-home buyer, downsizer, or astute investor, this is an exceptional opportunity to secure a spacious apartment in one of Parramatta's most convenient and rapidly evolving locations.   ""Ray White Parramatta Group - Parramatta | Oatlands | Northmead | Wentworthville, its directors, employees and related entities believe that the information contained herein is gathered from sources we deem to be reliable. However, no representation or warranties of any nature whatsoever are given, intended or implied. Any interested parties should rely on their own inquiries.""",https://www.domain.com.au/33-68-great-western-highway-parramatta-nsw-2150-2020943564,y
PAR-006,Parramatta,2150,15/12 Early Street,493000.0,2026-09-11,privateTreaty,Apartment,2,1,1.0,3,19.97,,0,0,"We've been overwhelmed by the amount of interest in similar properties. If you are considering selling, please feel free to get in touch with the expert team at Ray White Parramatta Group to discover how we can achieve the best possible price for you in the shortest time. Our proven marketing strategies, extensive buyer database, and strong local market knowledge consistently deliver outstanding results.  We also offer tailored sales campaigns and a hands-on approach to ensure every property receives maximum exposure and interest. With a dedicated team committed to transparent communication and achieving premium outcomes, you can be confident your property is in the best hands.  EAST-FACING FULL BRICK 2-BEDROOM UNIT IN PRIME LOCATION  Strata Report can be downloaded on request; please send an online enquiry to receive the link.  A small full-brick security block, this two-bedroom home unit offers practical interiors and a smart floor plan with windows to all living areas and eastly aspects to take advantage of the morning sun.  This light-filled second floor unit offers a fantastic opportunity for first home buyers or astute investors. Set within a solid full-brick and concrete slab complex, the home combines comfort, functionality, and unbeatable convenience. Enjoy a lifestyle of ease just moments from Parramatta railway station, bus interchange, Westfield Shopping town, Ollie Webb Reserve, parks, reputable schools, and an array of trendy cafes and eateries.  Features Include:  - Open plan lounge & dining area flowing seamlessly onto an East-facing balcony, perfect for relaxing or entertaining - Modern kitchen with storage aplenty & tiles - Well-appointed bathroom with separate shower & bathtub, plus window for natural ventilation - 2 generous bedrooms, both with built-in wardrobe with carpet - Stylish tiles throughout for easy maintenance living area - Internal laundry room with ample storage - Separately-titled parking space  A rare find in a sought-after location. Don't miss this fantastic opportunity!  ""Ray White Parramatta Group - Parramatta | Oatlands | Northmead | Greystanes, its directors, employees and related entities believe that the information contained herein is gathered from sources we deem to be reliable. However, no representation or warranties of any nature whatsoever are given, intended or implied. Any interested parties should rely on their own inquiries.""",https://www.domain.com.au/15-12-early-street-parramatta-nsw-2150-2020980997,y
PAR-007,Parramatta,2150,2/16 Betts Street,660000.0,2026-09-12,privateTreaty,Apartment,2,1,1.0,3,19.34,,0,0,"Set within a tightly held block of only five residences, this stylishly updated two-bedroom apartment pairs fresh contemporary interiors with an impressive sense of space and privacy. Generous living and dining zones, a wraparound balcony and leafy surrounds create a home that feels open, inviting and ready to enjoy from the moment you arrive.  At the heart of the apartment, the expansive living area provides plenty of room to relax and entertain, complemented by a separate dining zone and split-system air conditioning. Updated flooring enhances the apartment's fresh, modern feel, while the wraparound balcony extends the living space outdoors with multiple areas to sit, dine or simply enjoy the surrounding greenery.  The renovated kitchen is both stylish and practical, offering extensive cabinetry, generous bench space and dedicated pantry storage. Both bedrooms are well proportioned, with the main bedroom featuring a built-in wardrobe, while plantation shutters add a polished finish. The bathroom includes a separate bath and shower, complemented by a dedicated internal laundry and additional linen storage.  A secure lock-up garage adds further convenience, while the location places an impressive selection of lifestyle amenities close at hand. Enjoy nearby Parramatta River and foreshore walks, Bill Thomson Reserve, Parramatta Light Rail, RiverCat services, restaurants, cafés, shopping and Parramatta CBD.  Features Include: Tightly held block of only five residences Expansive living area with separate dining zone Wraparound balcony with leafy outlook Renovated kitchen with excellent storage and pantry Updated flooring throughout Main bedroom with built-in wardrobe Plantation shutters to both bedrooms Split-system air conditioning Bathroom with separate bath and shower Separate internal laundry and linen storage Secure lock-up garage Close to Parramatta River, parklands, transport, dining and Parramatta CBD  Strata - $1,005.31 per quarter (approx)  Water - $226.20 per quarter (approx)  Council - $345.80 per quarter (approx)  Internal size 91sqm  Total size 109sqm  Registered age 1996 Potential rent: $600 - $630pw (approx)   Disclaimer: This advertisement is a guide only. Whilst all information has been gathered from sources we deem to be reliable, we do not guarantee its accuracy and accept no responsibility for any reliance placed on it. No warranty can be given by the vendors or their agents. Images may be digitally edited, including the removal of personal belongings for privacy purposes, and may contain minor visual distortions. Prospective purchasers should rely on their own inspections and enquiries",https://www.domain.com.au/2-16-betts-street-parramatta-nsw-2150-2021061263,y
PAR-008,Parramatta,2150,9/178 George Street,490000.0,2026-09-01,privateTreaty,Apartment,1,1,,2,19.4,,0,0,"Bright loft-style apartment in prime riverside suburb   This chic loft-style apartment in Meriton's sought-after Riva on George development, is conveniently located on the lobby level with dual north-south aspect, attracting natural light and excellent cross flow ventilation. A thoughtful design encompasses a lower-level entry with stairs leading up to combined lounge/dining, flowing onto the main balcony with prized north-easterly outlook and garden views. Also included is a generous bedroom, featuring built-in robe and access to a second private balcony.   The river-front locale is highly convenient, minutes from public transport, shops, cafes, plus onsite restaurants and Woolworths Metro, while the building's resort-style facilities include indoor pool, gym, spa and landscaped gardens. An exciting opportunity for first homebuyers, investors or anyone in search of a beautifully presented and ideally located apartment, offering excellent long-term value and high rental return.  - One-bedroom loft-style apartment of 93sqm on lobby level of river-front complex - Offers enviable north-easterly aspect with light and views over internal garden - Residence has dual north/south aspect, providing excellent light and ventilation - Open plan lounge/dining opening to balcony with pleasant outlook - Full U-shaped gas kitchen with stone benches and quality appliances - Main balcony faces north-east with view over internal garden - Bedroom with built-in robe and access the second private balcony - Fully tiled bathroom, internal laundry on lower level, reverse cycle air conditioning - Onsite riverfront restaurants, Woolworths Metro supermarket right next door - Complex includes gym, sauna, spa, pool, lush gardens, BBQ facilities, onsite childcare - 3-minute walk to Parramatta Wharf Rivercat Ferry link with express service to Circular Quay - Close to Parramatta train station, light rail & free local shuttle bus - Short walk to both University of Western Sydney and University of New England - Near Parramatta Westfield, Parramatta Aquatic Centre & Riverside Theatre district - Perfect first homebuyer or investment opportunity   Approx. Outgoings: Strata: $1175 p.q. | Council: $212 p.q | Water: $200",https://www.domain.com.au/9-178-george-street-parramatta-nsw-2150-2021070163,y
